date,Market,District,Arrivals,Min,Max,Modal,avg_rainfall,temperature_2m_min,temperature_2m_max,temperature_2m_avg,rain_min,rain_max,rain_avg,soil_temperature_0_to_7cm_min,soil_temperature_0_to_7cm_max,soil_temperature_0_to_7cm_avg,soil_moisture_0_to_7cm_min,soil_moisture_0_to_7cm_max,soil_moisture_0_to_7cm_avg
2019-07-09,MUDIGERE,Chikkamagaluru,60,24500,24500,24500,79.28068456332198,18.55,22.15,20.116667,0.2,6.0,2.2,19.55,21.65,20.627083,0.497,0.52,0.51266664
2019-07-10,MUDIGERE,Chikkamagaluru,196,22500,28000,26934,79.28068456332198,18.3,21.55,19.34375,0.1,5.3,1.9458333,19.15,20.8,19.833334,0.499,0.52,0.51325
2019-07-12,CHIKKAMAGALURU,Chikkamagaluru,1778,18000,32741,22536,79.28068456332198,18.6,24.95,20.870832,0.0,0.6,0.07083333,19.65,24.65,21.804167,0.466,0.476,0.472375
2019-07-12,KOPPA,Chikkamagaluru,343,25000,28000,28000,79.28068456332198,20.4,26.1,22.40625,0.0,1.6,0.22083335,20.85,24.3,22.552084,0.485,0.501,0.49070835
2019-07-12,SRINGERI,Chikkamagaluru,41,30500,36000,36000,79.28068456332198,20.974,25.924,22.728167,0.0,0.7,0.22500001,21.574001,25.524,23.549002,0.491,0.505,0.49641666
2019-07-19,CHIKKAMAGALURU,Chikkamagaluru,428,20000,37219,29000,116.03780047074208,18.85,25.15,20.36875,0.0,8.8,0.54583335,19.75,24.45,21.277082,0.483,0.52,0.49475
2019-07-19,MUDIGERE,Chikkamagaluru,146,23000,25500,24295,116.03780047074208,18.95,22.95,20.208334,0.1,5.0,1.125,19.75,22.1,20.577084,0.499,0.519,0.50937504
2019-07-19,SRINGERI,Chikkamagaluru,102,27000,38000,31000,116.03780047074208,21.074001,24.824001,22.378166,0.1,2.1,0.56666666,22.024,25.324001,23.351084,0.5,0.52,0.5110833
2019-07-20,MUDIGERE,Chikkamagaluru,199,24500,28381,27777,116.03780047074208,19.0,20.75,19.814583,0.2,3.4,1.2166667,19.6,21.0,20.247917,0.496,0.519,0.5114167
2019-07-23,KADUR,Chikkamagaluru,47,16000,22500,17500,161.5396542260218,20.35,25.55,22.595833,0.0,0.5,0.12916666,21.2,25.2,23.141668,0.332,0.358,0.34158334
2019-07-23,MUDIGERE,Chikkamagaluru,115,23000,30282,29026,161.5396542260218,18.55,21.1,19.360416,0.2,1.3,0.59166664,19.15,20.6,19.668749,0.5,0.516,0.5132083
2019-07-24,MUDIGERE,Chikkamagaluru,267,25000,34400,29689,161.5396542260218,18.5,22.4,19.86875,0.0,1.7,0.34166667,19.0,21.65,20.135416,0.502,0.519,0.50908333
2019-07-25,CHIKKAMAGALURU,Chikkamagaluru,396,20000,37620,27344,161.5396542260218,19.05,23.9,20.454166,0.0,0.6,0.09583334,19.85,23.5,21.154167,0.485,0.502,0.49333334
2019-07-25,MUDIGERE,Chikkamagaluru,31,23000,31000,25806,161.5396542260218,19.2,22.7,20.229166,0.0,4.3,0.5291667,19.65,22.15,20.491667,0.5,0.52,0.50495833
2019-07-26,MUDIGERE,Chikkamagaluru,9,25010,25010,25010,161.5396542260218,19.25,22.1,19.839582,0.0,5.3,0.9666667,19.8,21.1,20.179167,0.505,0.52,0.51208335
2019-07-26,SRINGERI,Chikkamagaluru,148,30000,39500,32000,161.5396542260218,21.074001,23.224,21.932335,0.1,1.1,0.4625,21.974,23.974,22.713585,0.494,0.518,0.5093333
2019-07-29,KOPPA,Chikkamagaluru,664,23000,33500,27000,126.39177271247452,20.4,22.75,21.070833,0.1,1.2,0.375,20.95,22.35,21.472916,0.496,0.515,0.5060417
2019-07-29,MUDIGERE,Chikkamagaluru,11,32242,32242,32242,126.39177271247452,18.6,20.7,19.420834,0.0,0.4,0.23333335,19.15,20.75,19.8375,0.499,0.507,0.5031667
2019-07-30,MUDIGERE,Chikkamagaluru,86,22000,25000,24163,126.39177271247452,18.4,21.95,19.583334,0.0,0.6,0.20416667,19.0,21.2,19.958334,0.495,0.505,0.50166667
2019-07-31,CHIKKAMAGALURU,Chikkamagaluru,725,19800,31729,23955,126.39177271247452,18.35,22.85,20.03125,0.0,0.3,0.058333334,19.2,23.2,21.004168,0.474,0.491,0.48408332
2019-07-31,SRINGERI,Chikkamagaluru,33,30000,39500,39500,126.39177271247452,21.124,24.324001,22.065666,0.2,1.3,0.4,21.574001,24.724,22.828169,0.509,0.516,0.51154166
2019-08-01,MUDIGERE,Chikkamagaluru,272,25997,31508,27740,126.39177271247452,18.75,23.25,20.191668,0.0,0.8,0.30416667,19.6,22.4,20.677084,0.488,0.509,0.49808332
2019-08-02,MUDIGERE,Chikkamagaluru,209,26608,32775,28526,126.39177271247452,18.35,21.45,19.68125,0.1,3.1,0.64166665,19.35,21.7,20.164583,0.498,0.52,0.50795835
2019-08-03,MUDIGERE,Chikkamagaluru,43,32362,32362,32362,126.39177271247452,18.8,21.2,19.616667,0.3,1.4,0.65416664,19.45,21.0,19.991667,0.496,0.519,0.51266664
2019-08-05,MUDIGERE,Chikkamagaluru,30,24000,24000,24000,353.4291237377796,18.75,20.4,19.520834,1.0,4.5,2.4208333,19.45,20.35,19.872917,0.498,0.52,0.5120416
2019-08-08,KOPPA,Chikkamagaluru,151,22500,33200,25000,353.4291237377796,20.35,23.25,21.804167,0.5,2.8,1.25,21.2,23.25,22.137499,0.492,0.52,0.51079166
2019-08-09,MUDIGERE,Chikkamagaluru,12,24000,24000,24000,353.4291237377796,18.35,21.5,19.633333,1.3,6.6,2.55,19.05,21.55,19.995832,0.496,0.52,0.51116663
2019-08-13,CHIKKAMAGALURU,Chikkamagaluru,2,24000,24000,24000,74.3956662438483,18.6,23.4,20.210417,0.0,0.5,0.16250001,19.3,23.3,20.879168,0.483,0.49,0.48608336
2019-08-13,KOPPA,Chikkamagaluru,379,22500,32500,25000,74.3956662438483,20.2,23.9,21.625,0.0,2.0,0.5125,20.8,23.45,21.879166,0.495,0.515,0.5087083
2019-08-13,MUDIGERE,Chikkamagaluru,9,24500,24500,24500,74.3956662438483,18.6,22.85,20.170834,0.1,4.5,0.8625,19.35,21.8,20.3125,0.505,0.52,0.5114167
2019-08-14,CHIKKAMAGALURU,Chikkamagaluru,617,18178,42200,27054,74.3956662438483,18.85,21.75,19.745832,0.0,1.5,0.51666665,19.55,22.15,20.435417,0.483,0.518,0.4999583
2019-08-14,MUDIGERE,Chikkamagaluru,88,22000,25000,24196,74.3956662438483,18.45,21.6,19.543749,0.0,4.6,1.1999999,19.2,20.8,19.916666,0.502,0.52,0.51175
2019-08-14,SRINGERI,Chikkamagaluru,64,30000,38000,31000,74.3956662438483,21.074001,22.624,21.684418,0.3,3.8,1.3625001,21.674,23.274,22.251083,0.491,0.52,0.51308334
2019-08-16,KOPPA,Chikkamagaluru,4,22500,32000,24500,74.3956662438483,20.5,25.5,21.80625,0.0,8.4,0.67083335,21.0,23.8,22.018751,0.497,0.516,0.50624996
2019-08-17,CHIKKAMAGALURU,Chikkamagaluru,12,20000,20000,20000,74.3956662438483,18.6,24.45,20.06875,0.0,3.0,0.20833333,19.55,23.75,20.81875,0.479,0.511,0.48975
2019-08-17,KOPPA,Chikkamagaluru,32,24953,24953,24953,74.3956662438483,20.5,25.65,22.079168,0.0,5.4,0.3125,21.2,23.8,22.172918,0.493,0.507,0.497125
2019-08-17,MUDIGERE,Chikkamagaluru,20,24500,24500,24500,74.3956662438483,19.1,23.05,20.295834,0.0,7.8,0.7291667,19.55,21.95,20.383333,0.494,0.515,0.50233334
2019-08-19,MUDIGERE,Chikkamagaluru,100,30000,30000,30000,139.54806517097083,18.05,26.6,20.720833,0.0,5.5,0.46666667,19.25,23.3,20.772917,0.49,0.516,0.50075
2019-08-20,MUDIGERE,Chikkamagaluru,200,19746,25091,22998,139.54806517097083,19.15,24.5,20.904167,0.0,0.7,0.16666667,19.75,23.15,21.1,0.496,0.505,0.49966666
2019-08-21,KOPPA,Chikkamagaluru,406,26048,26048,26048,139.54806517097083,20.6,24.9,22.231249,0.0,0.6,0.14166667,21.35,24.2,22.637499,0.493,0.499,0.49541667
2019-08-22,CHIKKAMAGALURU,Chikkamagaluru,1843,18634,35959,21401,139.54806517097083,18.7,22.0,19.827084,0.0,1.9,0.22916667,19.85,22.9,21.00625,0.469,0.503,0.47341666
2019-08-23,KADUR,Chikkamagaluru,37,15000,16500,15000,139.54806517097083,19.75,26.95,22.758333,0.0,0.5,0.0625,21.8,27.9,24.327082,0.275,0.281,0.27866668
2019-08-23,MUDIGERE,Chikkamagaluru,1445,32881,32881,32881,139.54806517097083,18.65,22.95,19.84375,0.0,5.6,0.58750004,19.35,22.25,20.30625,0.504,0.517,0.50929165
2019-08-26,SRINGERI,Chikkamagaluru,71,26000,32500,31000,24.10783418871992,20.974,24.474,22.063583,0.1,0.8,0.37083337,21.474,24.774,22.7865,0.504,0.514,0.50895834
2019-08-28,CHIKKAMAGALURU,Chikkamagaluru,1,30000,30000,30000,24.10783418871992,18.9,22.85,20.358334,0.0,0.4,0.15,19.75,23.75,21.46875,0.475,0.485,0.47858334
2019-08-28,KADUR,Chikkamagaluru,24,20000,25000,20000,24.10783418871992,19.7,28.05,23.570833,0.0,0.5,0.05,21.45,29.1,25.06875,0.221,0.233,0.22754167
2019-08-28,KOPPA,Chikkamagaluru,91,25000,32000,30000,24.10783418871992,20.65,24.8,22.127083,0.0,1.1,0.30416667,21.2,24.15,22.487501,0.476,0.503,0.48866665
2019-08-29,CHIKKAMAGALURU,Chikkamagaluru,1,30000,30000,30000,24.10783418871992,19.0,24.3,20.622917,0.0,0.6,0.17916667,20.05,24.6,21.677084,0.475,0.489,0.484
2019-08-29,MUDIGERE,Chikkamagaluru,339,25633,31259,28703,24.10783418871992,19.2,23.3,20.464582,0.1,0.6,0.30833334,19.7,22.9,20.860416,0.503,0.513,0.5069167
2019-08-29,SRINGERI,Chikkamagaluru,23,30000,33300,30000,24.10783418871992,21.224,25.624,22.553167,0.1,1.5,0.49166667,21.874,26.074001,23.371918,0.505,0.518,0.51033336
2019-08-30,CHIKKAMAGALURU,Chikkamagaluru,1585,18496,36346,22907,24.10783418871992,18.75,23.25,20.4375,0.0,0.5,0.15833333,19.6,24.5,21.604166,0.484,0.499,0.491125
2019-08-30,MUDIGERE,Chikkamagaluru,44,31540,31540,31540,24.10783418871992,18.9,22.6,20.152082,0.0,4.1,0.53333336,19.65,22.4,20.758333,0.497,0.518,0.50537497
2019-08-30,SRINGERI,Chikkamagaluru,52,30000,33300,30000,24.10783418871992,21.074001,24.774,22.221916,0.0,1.0,0.4958333,21.774,25.024,23.076082,0.502,0.517,0.51166666
2019-08-31,CHIKKAMAGALURU,Chikkamagaluru,116,21472,21472,21472,24.10783418871992,18.65,22.4,19.927084,0.0,1.2,0.22083335,20.05,23.2,21.191668,0.483,0.512,0.49295834
2019-08-31,KOPPA,Chikkamagaluru,238,25000,31000,29000,24.10783418871992,20.45,24.35,21.816666,0.0,1.1,0.29583332,21.2,23.6,22.195833,0.49,0.506,0.49733332
2019-08-31,MUDIGERE,Chikkamagaluru,30,24500,24500,24500,24.10783418871992,19.0,21.85,20.106249,0.1,1.6,0.36249998,19.85,21.8,20.59375,0.495,0.516,0.5040417
2019-09-03,CHIKKAMAGALURU,Chikkamagaluru,1,30000,30000,30000,66.8962466409353,18.5,20.95,19.402082,0.0,2.5,0.95,18.95,21.75,19.922916,0.495,0.519,0.5105417
2019-09-04,MUDIGERE,Chikkamagaluru,387,24000,33941,29036,66.8962466409353,19.05,22.05,19.772917,0.2,1.8,0.98333335,19.4,21.35,20.145834,0.492,0.519,0.513125
2019-09-06,MUDIGERE,Chikkamagaluru,513,24000,32496,32214,66.8962466409353,18.9,21.7,19.991667,0.3,1.6,0.7708333,19.4,21.6,20.327084,0.502,0.519,0.5134583
2019-09-06,SRINGERI,Chikkamagaluru,21,31000,32000,31500,66.8962466409353,21.474,23.674,22.35525,0.4,2.7,1.225,21.824001,24.474,22.909416,0.494,0.52,0.51029164
2019-09-07,MUDIGERE,Chikkamagaluru,342,22000,30620,27760,66.8962466409353,18.95,21.85,19.979166,0.4,3.1,1.2041667,19.45,21.5,20.291666,0.492,0.52,0.511875
2019-09-09,KOPPA,Chikkamagaluru,382,23000,25000,24000,26.57177547528801,20.6,23.9,21.8125,0.1,2.0,0.8458333,21.3,23.35,22.135416,0.493,0.516,0.5072917
2019-09-09,SRINGERI,Chikkamagaluru,45,31000,32000,31500,26.57177547528801,21.174,23.574001,22.194834,0.3,2.9,1.2791667,21.924,24.724,22.969833,0.495,0.52,0.511875
2019-09-12,CHIKKAMAGALURU,Chikkamagaluru,165,24000,34500,31239,26.57177547528801,18.7,23.8,20.464582,0.0,0.4,0.075,19.8,24.7,21.504166,0.475,0.49,0.48175
2019-09-12,MUDIGERE,Chikkamagaluru,104,25000,25000,25000,26.57177547528801,19.1,23.55,20.518751,0.0,0.5,0.16666667,19.9,22.7,21.029165,0.497,0.509,0.501
2019-09-13,MUDIGERE,Chikkamagaluru,126,24000,31616,29956,26.57177547528801,19.0,23.4,20.670834,0.0,0.8,0.19583334,19.7,22.5,20.958334,0.498,0.507,0.50116664
2019-09-13,SRINGERI,Chikkamagaluru,58,31000,32000,31500,26.57177547528801,20.974,24.624,22.36775,0.1,0.8,0.23333333,21.774,25.274,23.346916,0.499,0.514,0.504125
2019-09-16,CHIKKAMAGALURU,Chikkamagaluru,29,28000,28000,28000,33.90664702194043,18.6,22.1,19.94375,0.0,0.2,0.05,19.9,23.55,21.2,0.475,0.484,0.4785
2019-09-16,MUDIGERE,Chikkamagaluru,48,24500,29500,26375,33.90664702194043,18.85,23.45,20.3375,0.0,2.1,0.175,19.65,22.8,20.670834,0.492,0.511,0.49691668
2019-09-17,KOPPA,Chikkamagaluru,586,32000,32000,32000,33.90664702194043,20.55,25.35,22.316666,0.0,0.5,0.10833333,21.3,24.25,22.53125,0.481,0.499,0.49275002
2019-09-17,MUDIGERE,Chikkamagaluru,80,27250,27250,27250,33.90664702194043,18.5,23.75,20.585417,0.0,2.0,0.2,19.3,22.65,20.822916,0.485,0.512,0.49579167
2019-09-18,SRINGERI,Chikkamagaluru,60,30000,31000,30000,33.90664702194043,21.224,26.424,22.994835,0.0,5.0,0.35833335,22.274,26.324001,24.069834,0.486,0.509,0.49562502
2019-09-19,CHIKKAMAGALURU,Chikkamagaluru,1,29000,29000,29000,33.90664702194043,18.6,23.05,20.416666,0.0,0.3,0.07083333,19.6,24.1,21.364584,0.477,0.49,0.48329166
2019-09-19,KOPPA,Chikkamagaluru,273,25000,30500,27750,33.90664702194043,20.75,23.9,21.9125,0.0,1.0,0.20833333,21.6,23.4,22.43125,0.491,0.51,0.49841666
2019-09-20,KADUR,Chikkamagaluru,241,16000,23000,20000,33.90664702194043,19.05,28.65,23.300001,0.0,1.0,0.074999996,21.1,29.15,24.645834,0.268,0.286,0.27591667
2019-09-20,KOPPA,Chikkamagaluru,8,25500,26500,26000,33.90664702194043,20.2,26.2,22.464584,0.0,0.6,0.12916668,21.35,24.95,22.9375,0.482,0.493,0.48733333
2019-09-20,SRINGERI,Chikkamagaluru,30,30000,31000,30000,33.90664702194043,20.924,26.224,22.7615,0.0,1.3,0.28333333,21.974,26.074001,23.788584,0.492,0.512,0.49758336
2019-09-21,KOPPA,Chikkamagaluru,8,25500,26500,26000,33.90664702194043,19.75,27.9,22.929167,0.0,0.4,0.09583333,20.95,25.8,23.216667,0.471,0.485,0.47870836
2019-09-21,MUDIGERE,Chikkamagaluru,591,25000,31870,30370,33.90664702194043,19.05,25.4,21.191668,0.0,1.1,0.12916668,20.05,24.1,21.614584,0.484,0.503,0.49025
2019-09-23,CHIKKAMAGALURU,Chikkamagaluru,1,29000,29000,29000,87.71028309769099,18.75,24.6,20.699999,0.0,3.5,0.38333333,20.3,24.25,21.910416,0.464,0.512,0.48533332
2019-09-23,KOPPA,Chikkamagaluru,524,24500,31500,30000,87.71028309769099,20.65,27.05,22.777084,0.0,1.0,0.12916666,21.95,25.4,23.38125,0.457,0.472,0.46208334
2019-09-23,MUDIGERE,Chikkamagaluru,456,24000,30769,28813,87.71028309769099,18.95,24.35,20.84375,0.0,2.7,0.29166666,20.3,23.0,21.429167,0.471,0.51,0.47904167
2019-09-23,SRINGERI,Chikkamagaluru,21,30000,31000,30000,87.71028309769099,20.824001,26.824001,23.149,0.0,1.5,0.175,22.524,26.924,24.440666,0.47,0.494,0.47629166
2019-09-24,CHIKKAMAGALURU,Chikkamagaluru,21,21000,29000,21460,87.71028309769099,17.95,23.65,20.158333,0.0,0.7,0.17083333,19.7,23.95,21.239584,0.488,0.498,0.49275002
2019-09-24,MUDIGERE,Chikkamagaluru,50,20000,20000,20000,87.71028309769099,18.2,24.7,20.572916,0.0,0.7,0.125,19.85,23.3,21.170834,0.467,0.475,0.47045836
2019-09-25,CHIKKAMAGALURU,Chikkamagaluru,1,30000,30000,30000,87.71028309769099,18.65,24.25,20.606249,0.0,11.2,1.2,19.65,24.35,21.572916,0.493,0.52,0.503625
2019-09-26,CHIKKAMAGALURU,Chikkamagaluru,667,22500,32000,27838,87.71028309769099,18.4,21.75,19.695833,0.0,2.3,0.39583334,19.9,22.6,20.956251,0.492,0.518,0.50704163
2019-09-26,KOPPA,Chikkamagaluru,41,25500,25500,25500,87.71028309769099,19.7,24.6,21.864584,0.0,10.8,1.8708334,21.3,23.65,22.391668,0.493,0.52,0.50658333
2019-09-26,MUDIGERE,Chikkamagaluru,141,25000,30800,27465,87.71028309769099,19.05,21.95,19.914583,0.0,1.2,0.42083335,19.9,21.55,20.566668,0.497,0.52,0.5089167
2019-09-26,SRINGERI,Chikkamagaluru,34,30000,31000,30000,87.71028309769099,19.974,25.124,22.303167,0.0,9.9,1.6750001,21.974,25.024,23.384417,0.495,0.52,0.5056667
2019-09-27,CHIKKAMAGALURU,Chikkamagaluru,529,22000,31255,23152,87.71028309769099,17.7,26.35,20.862501,0.0,1.4,0.079166666,19.2,26.0,21.904167,0.467,0.492,0.48129165
2019-09-27,KOPPA,Chikkamagaluru,16,25000,25000,25000,87.71028309769099,19.15,29.15,23.022917,0.0,0.7,0.041666668,20.5,26.6,23.264582,0.457,0.492,0.47708333
2019-09-27,MUDIGERE,Chikkamagaluru,194,25000,32940,32523,87.71028309769099,17.9,26.55,21.24375,0.0,0.3,0.033333335,19.2,24.5,21.479166,0.477,0.496,0.48420835
2019-09-30,CHIKKAMAGALURU,Chikkamagaluru,523,18500,34335,25683,81.32521373887798,18.35,25.65,21.227083,0.0,0.5,0.1,19.7,26.2,22.295832,0.452,0.477,0.46475002
2019-09-30,KOPPA,Chikkamagaluru,1,25000,25000,25000,81.32521373887798,19.9,29.5,22.977083,0.0,2.8,0.25833333,21.1,26.75,23.347916,0.451,0.481,0.45708334
2019-10-01,KOPPA,Chikkamagaluru,21,26000,26500,26000,81.32521373887798,19.4,27.2,22.15625,0.0,5.1,0.47083333,20.7,25.5,22.783333,0.472,0.514,0.490625
2019-10-01,MUDIGERE,Chikkamagaluru,87,23500,23500,23500,81.32521373887798,18.2,25.7,20.729166,0.0,1.6,0.25416666,19.45,24.4,21.25,0.487,0.515,0.49875
2019-10-03,SRINGERI,Chikkamagaluru,26,30000,37000,30000,81.32521373887798,20.524,29.124,23.840668,0.0,3.7,0.35833335,22.174,27.974,25.028168,0.48,0.513,0.49175
2019-10-04,KOPPA,Chikkamagaluru,21,21000,21000,21000,81.32521373887798,19.4,28.5,22.108332,0.0,5.2,0.525,21.35,25.6,22.885416,0.467,0.516,0.48883334
2019-10-04,MUDIGERE,Chikkamagaluru,32,23900,23900,23900,81.32521373887798,17.25,26.3,20.414583,0.0,5.9,0.64166665,19.25,23.65,21.064583,0.48,0.515,0.49541664
2019-10-05,KOPPA,Chikkamagaluru,98,26000,26000,26000,81.32521373887798,19.4,29.5,22.481249,0.0,5.6,1.0749999,20.6,26.15,22.827082,0.481,0.52,0.49958333
2019-10-05,MUDIGERE,Chikkamagaluru,13,20692,20692,20692,81.32521373887798,18.5,26.2,20.839582,0.0,7.0,0.7916667,19.3,24.1,21.154167,0.487,0.52,0.49929166
2019-10-09,KOPPA,Chikkamagaluru,22,31000,31000,31000,79.14477428976325,19.35,27.75,22.279167,0.0,2.2,0.27916667,20.5,25.2,22.65,0.488,0.52,0.4995
2019-10-09,MUDIGERE,Chikkamagaluru,1108,25000,31148,29174,79.14477428976325,17.8,25.65,20.433332,0.0,7.2,0.5083333,19.25,23.7,21.043749,0.488,0.52,0.49729168
2019-10-10,KOPPA,Chikkamagaluru,34,25000,25000,25000,79.14477428976325,19.6,28.35,22.277084,0.0,3.2,0.33333334,21.15,25.45,22.731249,0.48,0.519,0.49445832
2019-10-11,KOPPA,Chikkamagaluru,30,25000,25000,25000,79.14477428976325,19.7,28.5,22.522917,0.0,8.4,0.51666665,20.95,26.2,23.066666,0.477,0.52,0.48749998
2019-10-14,KOPPA,Chikkamagaluru,3,22000,22000,22000,136.02311282022046,19.2,30.05,23.883333,0.0,2.4,0.21666668,20.55,27.25,23.7875,0.483,0.516,0.49358332
2019-10-14,SRINGERI,Chikkamagaluru,9,30000,30200,30000,136.02311282022046,20.124,30.724,24.428167,0.0,2.3,0.20416667,21.424,29.124,25.040667,0.487,0.513,0.49650002
2019-10-15,KOPPA,Chikkamagaluru,113,25000,31500,30000,136.02311282022046,19.6,30.0,23.395834,0.0,7.4,0.5083333,21.6,27.2,23.84375,0.481,0.52,0.49225
2019-10-16,MUDIGERE,Chikkamagaluru,54,25000,27499,25787,136.02311282022046,19.4,25.95,21.581251,0.0,3.0,0.28333333,20.2,24.1,21.747917,0.47,0.497,0.48229167
2019-10-17,MUDIGERE,Chikkamagaluru,413,20000,30678,28613,136.02311282022046,19.25,24.25,20.866667,0.0,2.9,0.4416667,20.05,23.1,21.208334,0.473,0.512,0.49166667
2019-10-17,SRINGERI,Chikkamagaluru,48,30000,30200,30000,136.02311282022046,20.874,28.024,23.574,0.0,11.9,0.93333334,22.524,27.424,24.390669,0.466,0.518,0.48029163
2019-10-18,CHIKKAMAGALURU,Chikkamagaluru,1261,20245,30419,23022,136.02311282022046,18.55,23.65,20.0875,0.0,2.3,0.475,19.65,23.85,21.110416,0.496,0.515,0.50616664
2019-10-19,KADUR,Chikkamagaluru,22,20000,20000,20000,136.02311282022046,19.7,27.15,23.029167,0.0,5.7,0.33749998,20.85,27.1,23.489584,0.389,0.43,0.40645835
2019-10-19,KOPPA,Chikkamagaluru,328,31000,31500,31500,136.02311282022046,19.45,27.55,21.979166,0.0,8.0,0.8208334,20.6,24.75,22.427084,0.501,0.52,0.5075833
2019-10-21,SRINGERI,Chikkamagaluru,14,30000,30500,30000,87.52204737150932,20.874,24.724,22.257334,0.0,4.5,0.45000002,21.874,25.724,23.278168,0.49,0.511,0.50075
2019-10-22,MUDIGERE,Chikkamagaluru,190,24331,30800,26626,87.52204737150932,18.45,23.65,20.191668,0.0,1.8,0.38750002,19.25,22.5,20.58125,0.496,0.513,0.50287503
2019-10-22,SRINGERI,Chikkamagaluru,28,30000,30500,30000,87.52204737150932,20.324001,25.974,22.338585,0.0,0.9,0.26666668,21.524,25.824001,23.246918,0.489,0.504,0.49708334
2019-10-23,KOPPA,Chikkamagaluru,105,22000,30000,25999,87.52204737150932,19.55,25.95,21.683334,0.0,22.2,1.9333334,20.6,23.5,21.768751,0.489,0.52,0.50145835
2019-10-23,MUDIGERE,Chikkamagaluru,186,25184,32000,27220,87.52204737150932,18.9,22.75,20.06875,0.0,1.5,0.42083335,19.6,22.0,20.433332,0.491,0.517,0.49970832
2019-10-25,MUDIGERE,Chikkamagaluru,56,28490,28490,28490,87.52204737150932,18.25,20.5,19.054167,1.1,4.1,2.1916666,18.9,20.05,19.414583,0.501,0.52,0.5145417
2019-10-28,KADUR,Chikkamagaluru,30,15000,20000,15000,17.51727302896216,19.45,27.55,22.856249,0.0,1.0,0.175,20.55,26.75,23.060417,0.377,0.402,0.38879168
2019-10-30,CHIKKAMAGALURU,Chikkamagaluru,1839,10000,34866,23741,17.51727302896216,17.65,21.1,18.947916,0.0,1.3,0.3791667,18.9,20.85,19.595833,0.485,0.513,0.49541667
2019-10-30,KOPPA,Chikkamagaluru,65,30000,31325,30551,17.51727302896216,20.0,25.05,22.25,0.0,0.4,0.07083333,21.4,23.95,22.616667,0.441,0.457,0.45016667
2019-10-31,CHIKKAMAGALURU,Chikkamagaluru,60,31447,31447,31447,17.51727302896216,17.75,21.25,19.041666,0.0,7.3,0.6458333,18.95,21.85,19.916666,0.491,0.52,0.503125
2019-10-31,KOPPA,Chikkamagaluru,82,22000,25000,25000,17.51727302896216,19.5,24.6,21.635416,0.0,1.2,0.20416667,20.9,23.8,22.197916,0.449,0.49,0.46150002
2019-10-31,SRINGERI,Chikkamagaluru,14,28000,32000,29000,17.51727302896216,20.224,25.024,22.196917,0.0,1.5,0.29583335,21.324001,24.424,22.882334,0.454,0.507,0.46945834
2019-11-02,KOPPA,Chikkamagaluru,4,29887,29887,29887,17.51727302896216,16.25,29.2,21.879166,0.0,0.0,0.0,19.3,26.25,22.527084,0.392,0.419,0.40879166
2019-11-04,CHIKKAMAGALURU,Chikkamagaluru,26,29500,29500,29500,29.45784961266317,17.85,25.0,20.893751,0.0,0.4,0.045833334,18.65,25.15,21.481249,0.41,0.434,0.42429164
2019-11-04,SRINGERI,Chikkamagaluru,25,28000,35500,29000,29.45784961266317,19.674,29.424,23.565666,0.0,0.6,0.09583334,21.624,28.774,24.559418,0.374,0.387,0.3805
2019-11-05,CHIKKAMAGALURU,Chikkamagaluru,5,20000,20000,20000,29.45784961266317,18.0,25.65,21.418749,0.0,0.2,0.0125,19.1,25.65,21.925001,0.39,0.412,0.40333334
2019-11-05,MUDIGERE,Chikkamagaluru,405,24500,28101,25674,29.45784961266317,17.45,26.8,21.71875,0.0,0.1,0.008333334,18.65,24.8,21.466667,0.402,0.426,0.41625
2019-11-05,SRINGERI,Chikkamagaluru,29,27500,35500,29000,29.45784961266317,19.974,29.824001,24.0865,0.0,0.2,0.045833334,21.724,29.074001,25.001083,0.361,0.38,0.37329164
2019-11-07,KOPPA,Chikkamagaluru,10,23000,23000,23000,29.45784961266317,18.4,27.85,22.339584,0.0,1.7,0.3125,20.15,25.95,22.820833,0.379,0.508,0.4080417
2019-11-07,MUDIGERE,Chikkamagaluru,261,24000,29973,26905,29.45784961266317,17.55,25.15,20.435415,0.0,3.0,0.47916666,18.75,24.0,20.93125,0.47,0.519,0.48599997
2019-11-08,KOPPA,Chikkamagaluru,239,28500,30800,29500,29.45784961266317,19.8,27.65,22.9375,0.0,0.7,0.16666667,21.3,26.25,23.5375,0.382,0.413,0.38920832
2019-11-08,SRINGERI,Chikkamagaluru,27,28500,35500,30000,29.45784961266317,20.774,27.624,23.424002,0.0,0.4,0.1,22.474,28.174,24.81775,0.384,0.397,0.39208332
2019-11-11,KOPPA,Chikkamagaluru,28,25621,25621,25621,23.44652544160494,18.4,29.1,23.320833,0.0,0.1,0.008333334,21.05,27.2,23.727083,0.34,0.347,0.34387502
2019-11-11,MUDIGERE,Chikkamagaluru,52,23000,23000,23000,23.44652544160494,17.45,25.35,21.091667,0.0,0.3,0.033333335,18.65,23.75,21.191668,0.398,0.427,0.41645834
2019-11-12,KADUR,Chikkamagaluru,20,22000,22000,22000,23.44652544160494,17.4,26.9,22.55625,0.0,0.1,0.0125,20.0,27.25,23.191666,0.276,0.292,0.28491667
2019-11-12,KOPPA,Chikkamagaluru,71,22245,25062,25062,23.44652544160494,17.1,29.65,22.945833,0.0,0.0,0.0,20.25,27.1,23.289583,0.331,0.34,0.33620834
